distance_red_init,angle_red_init,distance_green_init,angle_green_init,distance_blue_init,angle_blue_init,rSpeed,lSpeed,distance_red_final,angle_red_final,distance_green_final,angle_green_final,distance_blue_final,angle_blue_final
801.9475969286684,-53.72101137899784,971.7285362793799,-138.29502533265912,729.076679245514,49.393562355539515,-10,-29,881.3915926463669,-50.55614524731989,934.3070520913878,-133.23833354718624,763.7311120988193,42.84470447756645
898.9724004357375,-49.3049688496148,917.2616381083382,-132.00611971912173,782.5145013002583,41.48998236653945,5,-29,904.1649294570265,-44.91937880748248,849.0806108138553,-131.24300975344727,851.6196684318825,41.2542270245927
904.1649294570265,-44.91937880748248,849.0806108138553,-131.24300975344727,851.6196684318825,41.2542270245927,1,12,912.7807472591026,-46.01453565793315,867.0632252419,-130.7597556590029,834.8316168946201,40.595728962500395
914.9505070772688,-46.48474335745219,874.7373676715494,-130.66528510925355,827.4666291766401,40.41714053530328,5,-19,891.0629237709871,-44.61892657153186,843.6736419488877,-132.11148176258692,855.5115978870771,42.15148420125885
884.3023464400976,-44.44665492568354,840.7476434218906,-132.56411423319886,857.8128933045145,42.612601868186815,-9,-9,842.9511888849299,-43.61698964171684,828.2033535566713,-135.40280915329188,868.8928972218135,45.38394564082916
830.9521565746397,-43.35600428962571,824.8834134082493,-136.2446698525158,872.5514853096319,46.176662867690666,13,-15,823.227425436428,-43.4506481374397,826.6662521179207,-136.7747219165159,871.1628286323343,46.68404723651132
823.227425436428,-43.4506481374397,826.6662521179207,-136.7747219165159,871.1628286323343,46.68404723651132,-14,17,827.4681966408322,-43.42867257109603,826.1142766300742,-136.48237412880496,871.4805519643172,46.40519093772929
828.5007531062608,-43.462676629074316,826.5509568669322,-136.4090942102118,870.9924602989635,46.33718320523221,-29,4,798.8689283596556,-38.625863524438145,761.7964640890009,-139.10989374390127,938.807778354283,48.3339991395019
798.8689283596556,-38.625863524438145,761.7964640890009,-139.10989374390127,938.807778354283,48.3339991395019,-6,1,808.3742322224905,-37.295063250130475,741.6676960211364,-138.66831201166244,958.0839730009583,47.83891919133638
809.5597414055484,-37.178429322104854,739.8191014732037,-138.60359800899798,959.8269921733907,47.776851060831845,-14,-1,837.1911404485033,-35.63015568759727,712.5833436486329,-136.8099776030503,985.0856032068815,46.30918328575454
846.4348874134226,-35.39014389766617,707.363670703107,-136.1317101869463,989.9291785933848,45.8086489541045,-29,-24,987.2707963981577,-33.96127844572881,670.4070594949404,-124.64736346913483,1044.534300739163,38.37678623386258
987.2707963981577,-33.96127844572881,670.4070594949404,-124.64736346913483,1044.534300739163,38.37678623386258,-30,4,1063.9235085356986,-35.77472670928735,707.312457132568,-118.43691264661663,1038.848574150685,33.80820137823055
1068.7132313074496,-36.640853787268775,723.935722817717,-118.23381851211835,1025.3857434017748,33.24885873988946,4,-5,1069.6926069436327,-37.00794722860015,730.8555215293,-118.23812042803208,1019.2845065779549,33.06586309728844
1069.6926069436327,-37.00794722860015,730.8555215293,-118.23812042803208,1019.2845065779549,33.06586309728844,11,-28,1107.1755677563979,-37.88969749160217,754.1705230494637,-115.63005825849845,1016.8200597139603,30.759341909539913
1119.45703613517,-37.61838500022749,751.710087568698,-114.63039424296356,1026.2679921699494,30.229128960486666,-20,-8,1191.6775231363642,-36.281943748019216,744.7052834164801,-108.7494663457381,1080.5779375632374,27.252710736803458
1191.6775231363642,-36.281943748019216,744.7052834164801,-108.7494663457381,1080.5779375632374,27.252710736803458,28,7,1113.4038977051061,-38.90160245028524,774.672627259362,-115.50126502012279,1000.7929053630039,30.02663131708218
1113.4038977051061,-38.90160245028524,774.672627259362,-115.50126502012279,1000.7929053630039,30.02663131708218,14,5,1095.8681593310073,-41.461790248719375,818.5041860830829,-117.56441761063839,948.4170720919832,30.01358723091041
1094.8625399752657,-41.86910348332531,825.8164332592868,-117.763710816403,940.7099773262161,29.922647599249917,-11,-1,1104.979565482964,-40.26104797882401,798.2826567920163,-116.54728160273989,973.1908754889351,29.951619629812406
1104.979565482964,-40.26104797882401,798.2826567920163,-116.54728160273989,973.1908754889351,29.951619629812406,-28,5,1158.7106898084007,-39.0187621456767,788.6786815150134,-112.33789250940343,1015.7865044763392,27.59331967645203
1171.5043673922219,-39.19594909461176,795.8987390485363,-111.53086995691866,1017.6228784864509,26.851471600246448,1,29,1134.1342657608375,-36.52463245621127,734.112343427676,-113.14998479347308,1051.788304162427,29.943722403893382
1134.1342657608375,-36.52463245621127,734.112343427676,-113.14998479347308,1051.788304162427,29.943722403893382,29,5,1099.9102158179203,-32.54255256274123,651.5249825299287,-114.75164833690006,1108.9608648011992,33.26817450594832
1084.0908090833325,-31.935817558789825,638.1559702290298,-116.02464976762793,1113.091177909049,34.25600461193274,-26,-25,1208.6794106970963,-35.39107802949781,732.1862043517892,-107.04847096343694,1104.9333001783773,26.90453685182613
1208.6794106970963,-35.39107802949781,732.1862043517892,-107.04847096343694,1104.9333001783773,26.90453685182613,-25,-2,1270.8544619400957,-38.166666104722395,810.5990028571773,-104.34494100211705,1081.7989200554093,22.539422437100786
1274.3100312319682,-38.84440139166086,825.7531203080131,-104.55367436976633,1070.3501743347454,21.98746464408875,11,-20,1290.3255564095289,-39.7522821505548,850.9311849518502,-104.14700460395261,1060.4916037025282,20.70109136552084
1290.3255564095289,-39.7522821505548,850.9311849518502,-104.14700460395261,1060.4916037025282,20.70109136552084,-9,8,1299.6166227422032,-39.79726827257014,855.9033158645024,-103.61566125607801,1064.2200553024031,20.238849677205
1300.6260021100377,-39.823752728504424,856.888369255144,-103.57283887057022,1064.2039265877288,20.17560924815618,-10,-5,1329.994812188995,-41.2512311662506,899.4821401504535,-102.85205932310575,1050.8144462509258,17.90442499635996
1329.994812188995,-41.2512311662506,899.4821401504535,-102.85205932310575,1050.8144462509258,17.90442499635996,-4,2,1335.0644951166817,-41.558502372737834,908.1829364842527,-102.78661051610217,1047.2873560399553,17.466366077373383
1335.4386267882624,-41.588680565574904,908.9794749707609,-102.78728981650234,1046.876958347121,17.429005726625604,18,-7,1313.9732144028203,-40.914210991900724,885.1140537626097,-103.52772405154678,1049.374064939705,18.872950644801968
1313.9732144028203,-40.914210991900724,885.1140537626097,-103.52772405154678,1049.374064939705,18.872950644801968,-22,-2,1366.1530423840552,-41.93748283219771,931.3338688221372,-101.37920420445593,1055.987942741398,15.768923439389049
1374.7805520760978,-42.34379634803449,944.1009513641325,-101.23095121761595,1052.4115004914477,15.08988168970188,11,-13,1381.570753359266,-42.51363230798878,951.1197961023048,-101.00853560601499,1052.6416990304392,14.658689057051324
1381.570753359266,-42.51363230798878,951.1197961023048,-101.00853560601499,1052.6416990304392,14.658689057051324,-10,3,1401.8729247995377,-42.47898150005009,961.1701708261706,-99.95025122913502,1064.4895195754677,13.765153564294012
1405.9686849561053,-42.523414004306986,964.2958586850822,-99.77992679474617,1065.8661562678496,13.549554242930279,-7,-27,1499.8701503395885,-42.39265869177393,1015.4262099629397,-95.21431225533813,1123.6870684846826,9.671372684568178
1499.8701503395885,-42.39265869177393,1015.4262099629397,-95.21431225533813,1123.6870684846826,9.671372684568178,-20,-18,1590.6206074659822,-40.857317205591734,1040.552774680578,-89.83197003011915,1213.572411063901,7.54994252491792
1613.0494281397082,-40.54070780204799,1048.7810723033858,-88.58886321394787,1235.1587985444787,7.047159134444554,24,17,1522.1491508436682,-42.47176499042875,1030.6946965101258,-94.29816727861585,1135.881982168086,8.719884397510818
1505.6259249351049,-42.994759902378256,1031.4726490977305,-95.4943485828583,1114.7863229501384,8.94147876069854,2,29,1435.6456106271144,-43.672294816859804,1004.4443634731095,-99.25802973050429,1059.1570229729396,11.360796406014165
1435.6456106271144,-43.672294816859804,1004.4443634731095,-99.25802973050429,1059.1570229729396,11.360796406014165,-25,-22,1543.6930655197264,-45.23504306214774,1101.8271917745042,-95.8828316606647,1092.029981517765,5.463581986969216
1565.0190778253725,-45.55438676526455,1122.1326097914541,-95.32418627771617,1098.9929908590773,4.316082351386431,-4,-21,1631.9344534149802,-45.73740158808375,1170.2979707078237,-92.98754939619143,1139.4350794331592,1.5737266649166735
1710.9084429616362,-47.80589126141957,1053.7186734595766,-90.97215451604198,1010.615224700979,-1.7899493892437945,18,-30,1724.0772484525862,-46.921240853802274,1045.3460385115736,-89.42174101827463,1038.81117486858,-1.2848254061074182
1719.2417169339567,-46.63671097182223,1036.0016572602672,-89.25508529808349,1041.5618425451364,-0.7654302288895222,20,-24,1700.2563740367275,-46.54188245465455,1020.1806080555149,-89.8608631623113,1030.4790114565749,0.1013275203590574
1700.2563740367275,-46.54188245465455,1020.1806080555149,-89.8608631623113,1030.4790114565749,0.1013275203590574,-10,12,1701.5586932392928,-46.579638821169965,1021.8971040854407,-89.85652170612214,1030.5590054617007,0.00589882014019371
1702.8318686472396,-46.57276895277714,1022.6845744806411,-89.7992960631062,1031.582623002467,-0.03767388978603381,5,-19,1672.4356307870808,-47.34231748241721,1016.4944698945391,-91.90155907027291,994.2887997589936,0.3495143934823434
1672.4356307870808,-47.34231748241721,1016.4944698945391,-91.90155907027291,994.2887997589936,0.3495143934823434,10,8,1686.5492344256215,-46.09416391833616,1001.1291247095202,-89.85233772475718,1030.791479757982,1.1603562349169696
1690.912968088009,-45.72578146034804,996.7956717643792,-89.2288944986993,1041.7219410419461,1.3913657941535638,-27,-15,1630.1556704979469,-49.15804647333152,1024.2235516021929,-95.65467678752684,927.0847098602209,0.1706049419050391
1630.1556704979469,-49.15804647333152,1024.2235516021929,-95.65467678752684,927.0847098602209,0.1706049419050391,26,19,1702.6903325797707,-46.03998704750158,1011.7483085533723,-89.15430652464407,1042.9844732596023,0.5692346528428652
1702.6903325797707,-46.03998704750158,1011.7483085533723,-89.15430652464407,1042.9844732596023,0.5692346528428652,-22,-2,1651.0151309414005,-47.361124648910476,1001.7306335524785,-92.78332960931422,979.5916962681187,1.2547633351473175
1651.0151309414005,-47.361124648910476,1001.7306335524785,-92.78332960931422,979.5916962681187,1.2547633351473175,-12,24,1667.207065477306,-47.823219420517596,1022.6369571736834,-92.66805744804849,980.3968134268134,0.02756097356739925
1669.4236825804167,-48.034419278899506,1028.5438983146805,-92.82447689997997,977.3313405188437,-0.31038425370139694,-29,4,1699.6167791013863,-45.846623583587174,1005.5794859696423,-89.0357977270547,1045.052859812828,0.9081110019895359
1699.6167791013863,-45.846623583587174,1005.5794859696423,-89.0357977270547,1045.052859812828,0.9081110019895359,17,26,1591.5698944640824,-46.704246135316225,947.3998955902465,-94.5743692925744,955.5994462976682,4.658942233785877
1566.8095589626616,-46.730550127871844,931.5143299256164,-95.73360483791195,939.7674861670678,5.810814963261178,27,20,1437.6028195045424,-47.5085559686945,868.4469985251892,-103.03858655816445,850.4704103303125,11.939414995875643
1437.6028195045424,-47.5085559686945,868.4469985251892,-103.03858655816445,850.4704103303125,11.939414995875643,27,0,1390.1798158470185,-49.60591533961944,885.689431001889,-107.48468134955348,782.2361700844892,13.09525843126611
1389.3228485465609,-50.19851476567346,897.4035197688551,-108.02285057957776,769.0617512875868,12.665933409435567,19,-21,1379.7166735561689,-49.89474521401822,886.0964565378309,-108.29778641479054,771.2731678782168,13.550164848550432
1379.7166735561689,-49.89474521401822,886.0964565378309,-108.29778641479054,771.2731678782168,13.550164848550432,3,22,1444.5717062622575,-50.34680813961396,931.063456340893,-105.26681721934995,792.5651948789135,8.98603420608949
1450.2376849962113,-50.48930872417864,937.2724226089072,-105.11031501854018,792.3787989233243,8.500881459774849,-18,-21,1350.6107873760598,-47.73246996396781,826.9395307860061,-108.22233489409962,804.9480852679756,17.08839047259216
1350.6107873760598,-47.73246996396781,826.9395307860061,-108.22233489409962,804.9480852679756,17.08839047259216,8,7,1381.8777942131678,-48.55683712051563,859.7468209533839,-107.06980911303786,801.0349658656918,14.467772879799652
1387.5589233361914,-48.7018799512614,865.7123744812072,-106.87084778380648,800.5071905547695,13.99162651599433,-22,-22,1296.9045015397435,-46.21185505367754,770.9005027330376,-110.46628501609258,815.5381219256707,21.565290789910343
1273.0331339866532,-45.48207115412478,746.0236560779289,-111.58394098921059,821.9688482101253,23.540176316677467,29,13,1386.7740797673498,-46.768075767598035,825.4534017826688,-105.25033736674953,841.6772329786401,15.548455410664964
1386.7740797673498,-46.768075767598035,825.4534017826688,-105.25033736674953,841.6772329786401,15.548455410664964,2,8,1420.9602066620478,-46.7000159846522,842.420411384393,-103.20784292490829,859.559820324944,13.582505023106572
1426.7587477656796,-46.72638843925884,846.1795972049255,-102.90495332520995,861.8805485250784,13.226093667354169,7,5,1453.3725647235433,-46.82580601822595,863.3351922000459,-101.53074527795255,873.3606089646419,11.631844466294705
1461.4359994144459,-46.85457922376385,868.6148694240158,-101.12460730582461,876.983261747053,11.157792895440677,-14,26,1476.7549369610688,-47.65070056940894,894.1341037220816,-101.10297409565129,867.9442690858037,9.59034061511692
1476.7549369610688,-47.65070056940894,894.1341037220816,-101.10297409565129,867.9442690858037,9.59034061511692,23,14,1466.896658425296,-51.17039075961687,961.0805917816153,-104.90746236844768,786.3046831218163,6.812130806115873
1470.3920525225442,-52.1212891437028,982.7744693069006,-105.59416295371035,767.5216100680553,5.637844122845575,22,18,1505.833229757771,-56.434938655040526,1093.1668523344092,-107.8150631369994,693.80376176749,-1.5484709502234275
1505.833229757771,-56.434938655040526,1093.1668523344092,-107.8150631369994,693.80376176749,-1.5484709502234275,24,29,1558.1868294554731,-61.35517141873293,1227.5759383795773,-110.0090798985785,622.0156899054075,-12.202842425422293
1567.5305413259737,-62.37625607615431,1254.6088039662802,-110.54000628723662,607.3544265004577,-14.576084401744511,-19,3,1573.3029194191752,-60.602215787406124,1222.2042837647477,-108.84151300182731,647.4568894165078,-12.008978756765993
1573.3029194191752,-60.602215787406124,1222.2042837647477,-108.84151300182731,647.4568894165078,-12.008978756765993,-8,11,1568.2516071328923,-60.634226238498584,1219.5011637037908,-109.04596759931451,643.4666399083172,-11.723210408809297
1567.1542062428064,-60.63584355413669,1218.806120982546,-109.08593281819199,642.7125489241049,-11.65206886521568,19,27,1433.8921328761169,-60.33649023918555,1128.783423568941,-113.90233142957973,570.7280957899479,-1.0015584322432047
1433.8921328761169,-60.33649023918555,1128.783423568941,-113.90233142957973,570.7280957899479,-1.0015584322432047,-5,-8,1456.2566993543585,-60.47167086524549,1144.9386454367109,-113.1041551274368,579.5570952153464,-3.0767179809811314
1462.4712172361171,-60.49887391735494,1149.2710180997735,-112.87893952850132,582.3477533605586,-3.6285973442390342,6,14,1407.9274110980934,-59.866739078412905,1104.137742639649,-114.63259037221559,568.0938062691583,1.8499937871822238
1407.9274110980934,-59.866739078412905,1104.137742639649,-114.63259037221559,568.0938062691583,1.8499937871822238,-20,-14,1481.9964178496823,-61.58861940100526,1183.3525705888715,-112.97344058996131,570.1416412781037,-6.798883414721331
1493.4849054680733,-61.90786424575968,1197.015855810181,-112.79321900912296,570.1293160862542,-8.222618759219952,7,1,1474.8315964656088,-61.53981048004753,1177.9089328183636,-113.2076328451521,567.0749217636911,-6.134164317314216
1474.8315964656088,-61.53981048004753,1177.9089328183636,-113.2076328451521,567.0749217636911,-6.134164317314216,2,-28,1535.3907554010607,-61.151363449832154,1208.485684388127,-110.64976672373945,611.5855706040161,-10.251627525484864
1548.3338231214384,-60.689268153873755,1207.4967910606842,-109.79973514866757,629.4110355100631,-10.44550687800364,-28,-25,1651.3815886349255,-57.01216085418498,1201.4032939368901,-102.88403489639843,774.6090194946158,-11.102016224377447
1651.3815886349255,-57.01216085418498,1201.4032939368901,-102.88403489639843,774.6090194946158,-11.102016224377447,-25,-13,1748.9090574340337,-55.10123429720482,1231.6846153032848,-97.76436528061016,884.1462143643437,-12.966946131209578
1769.5187069451456,-54.936498951155784,1243.5127365768394,-96.94865195245349,902.8934661568993,-13.604623943713746,27,19,1645.9674916713177,-56.45938330908566,1186.2034477435857,-102.54034885085625,782.3379261155437,-10.003944775808534
1645.9674916713177,-56.45938330908566,1186.2034477435857,-102.54034885085625,782.3379261155437,-10.003944775808534,4,20,1582.0251397380036,-57.24700343014649,1159.030930028638,-105.56965949165104,723.1063277022613,-7.509253517557072
1568.5577473922883,-57.22285536890593,1149.6223726530247,-106.04908096740616,714.987041074431,-6.651431988057307,2,-23,1624.7838318429933,-56.364092269304024,1169.6381509759333,-103.19610112519908,769.8938115210434,-8.72246850416207
1624.7838318429933,-56.364092269304024,1169.6381509759333,-103.19610112519908,769.8938115210434,-8.72246850416207,12,12,1596.452289463287,-58.000411460694636,1184.215682184867,-105.7286293428507,716.7402946204224,-9.465808768478375
1588.963787022253,-58.44769730620796,1188.4062350341737,-106.39979657362916,702.4590458297907,-9.675094827412249,-26,-8,1661.6328952415574,-56.312223883411875,1194.0765768361928,-101.85702778955553,796.2641974551161,-10.609159939048075
1661.6328952415574,-56.312223883411875,1194.0765768361928,-101.85702778955553,796.2641974551161,-10.609159939048075,23,8,1605.8543642488257,-57.62939796822994,1182.90481915368,-105.05404849522833,730.7359298522279,-9.476372579635774
1595.758034657692,-58.08633931977694,1185.520265104979,-105.83132164894869,714.4868291120417,-9.55106105047346,2,21,1544.339888978032,-59.31555744914788,1176.7885291286111,-108.78303987858403,655.5952628632089,-8.077403798800677
1544.339888978032,-59.31555744914788,1176.7885291286111,-108.78303987858403,655.5952628632089,-8.077403798800677,-19,-14,1620.44935634988,-59.20757508814297,1225.3889178112963,-105.98451016890081,707.9592058125525,-12.730577437946948
1639.8086395090038,-59.23407024107067,1239.2738715103978,-105.35630027772292,720.8879764626193,-13.887832774277562,10,-15,1655.6303167913452,-59.031516250432034,1246.1099081857146,-104.64571202413626,736.1987270286536,-14.443057900576411
1655.6303167913452,-59.031516250432034,1246.1099081857146,-104.64571202413626,736.1987270286536,-14.443057900576411,-21,7,1690.2162502733252,-58.331064970879765,1256.0555327245768,-102.86277861196882,775.3030654447459,-15.143340264315254
1690.2162502733252,-58.331064970879765,1256.0555327245768,-102.86277861196882,775.3030654447459,-15.143340264315254,30,-30,1700.2426163672642,-58.002778196792484,1256.4286105113174,-102.22631888044634,789.2603365882514,-15.124462637948007
1699.0236796786235,-57.91561439652635,1253.751346762463,-102.18058561489721,790.1291101514296,-14.926872230444651,-19,-20,1604.574799358316,-55.96735171149733,1147.7048229121372,-103.55385877796506,764.7914268189595,-7.040509408720501
1604.574799358316,-55.96735171149733,1147.7048229121372,-103.55385877796506,764.7914268189595,-7.040509408720501,-23,-30,1480.245522004414,-53.55027153807537,1018.1307543798684,-106.4058709746701,741.8251984221889,3.5027125829429155
1448.7389438942892,-53.08137594494778,989.7899270834898,-107.44754974374268,735.3504205179596,6.069218769968978,-16,10,1424.0948351191926,-52.48424730991586,963.3926442594213,-108.12828433221722,735.9803778723724,8.314528824096323
1423.6326875557754,-52.41898558568076,961.792788638634,-108.0965436314821,737.1709057452554,8.407435744439136,30,-24,1427.556336359168,-52.51167193467179,965.91324956189,-107.98165725944546,737.0802637971051,8.053747087630814
1464.9930683163009,-45.803979164826586,958.5067985229995,-101.17294259745618,636.4013766600525,7.281475661118721,24,9,1498.0081939919055,-42.81435561233855,914.4981427356155,-96.78999872547692,717.8150648090984,9.050511428285898
1500.0181652810743,-42.16121287240997,901.8684235370479,-96.05282366044867,732.5014286492552,9.758781651222936,-24,-21,1492.3380486555484,-47.17682614940104,1003.2243472250112,-101.06847895131351,625.4611545612165,3.339744521203576
1492.3380486555484,-47.17682614940104,1003.2243472250112,-101.06847895131351,625.4611545612165,3.339744521203576,-7,23,1516.9144014827007,-46.43492090822065,1002.2538710454652,-99.27728382502264,656.1977973337155,2.782585239838437
1524.538772254717,-46.37344011418583,1005.5795784063637,-98.87479780439824,662.4327731233714,2.3757258232569054,-15,0,1479.780238813676,-46.04623078771647,972.08885508654,-100.66599421292698,640.4618672360283,5.888434281610986
1479.780238813676,-46.04623078771647,972.08885508654,-100.66599421292698,640.4618672360283,5.888434281610986,-5,9,1485.258028885557,-46.2957924455842,980.5271742124285,-100.62456506326328,638.791048441515,5.1448214506104355
1486.1321911548582,-46.36006359109051,982.3906961014746,-100.63988809173384,638.0340998620215,4.990189224775969,22,3,1538.740518500192,-47.97201384373386,1048.02848628949,-99.71339627531448,640.2893340312955,-1.0742312842783928
1538.740518500192,-47.97201384373386,1048.02848628949,-99.71339627531448,640.2893340312955,-1.0742312842783928,-21,-18,1447.7809808893367,-47.0023513685741,973.9734942106433,-103.0339830896947,601.6786963362505,6.8842426456835595
1426.0560008355983,-46.69163440641726,955.5079292811861,-103.85634944463791,595.5206442426828,9.01345718301749,21,13,1515.9368330051354,-47.38829272664871,1021.7671226173015,-100.18469866930164,636.5139053167967,1.3803330399066027
1515.9368330051354,-47.38829272664871,1021.7671226173015,-100.18469866930164,636.5139053167967,1.3803330399066027,7,-7,1524.1990436224069,-47.42310922038199,1027.5180383718136,-99.84898364578812,641.2991092925827,0.7706538818066239
1524.1990436224069,-47.42310922038199,1027.5180383718136,-99.84898364578812,641.2991092925827,0.7706538818066239,-15,-10,1465.0310654727325,-48.69911745453857,1019.2829912247972,-103.622194252118,577.7397130197733,3.01519823024523
1454.4592997086168,-48.883757951181146,1017.1025040323517,-104.26166333592971,567.5315798340035,3.560367771890667,23,-12,1463.746216281733,-48.248109545961604,1009.1044477550824,-103.30805080342083,586.0165515402189,3.815276062232306
1462.7161290961585,-47.98905289141344,1003.0887972248768,-103.14063372945397,590.610320361954,4.289677172887909,-13,18,1466.4660162500868,-47.62159020019402,997.531485827089,-102.65661582675928,600.3320484668463,4.558045692124668
1466.4660162500868,-47.62159020019402,997.531485827089,-102.65661582675928,600.3320484668463,4.558045692124668,3,8,1489.184183224627,-47.185318185087105,1001.5476198196469,-101.22168619870591,623.2896119512983,3.5506065597878598
1496.4865835770129,-47.08090164195358,1003.6553715424434,-100.7929527057331,630.0334378634201,3.193586446983164,-20,-9,1412.5007441901225,-47.59749647462393,967.1146444644761,-105.25739716927905,569.3359782568198,8.888867695767107
1412.5007441901225,-47.59749647462393,967.1146444644761,-105.25739716927905,569.3359782568198,8.888867695767107,-8,9,1411.087976186747,-47.661640450890644,967.695276902192,-105.37815017663627,567.2384133138464,8.919817158956132
1411.5253305179967,-47.67983971076026,968.307886828327,-105.3704451045148,567.1053511420431,8.857993897542638,-20,19,1411.4679524861483,-47.397934130409254,962.4055663260889,-105.15321016496185,572.8710840105651,9.247186221044416
1411.4679524861483,-47.397934130409254,962.4055663260889,-105.15321016496185,572.8710840105651,9.247186221044416,19,13,1357.3471862607776,-49.530739952062575,978.5186935618808,-109.4621846755505,500.73459901433813,11.332123671871571
1346.1708793052426,-50.17244667024055,986.0761573476208,-110.46740816703738,482.0893750016173,11.628643204262165,-11,-18,1381.7600772244652,-47.508299468494464,949.1764298650489,-106.75598212117347,554.8041310330701,11.65962850664002
1381.7600772244652,-47.508299468494464,949.1764298650489,-106.75598212117347,554.8041310330701,11.65962850664002,-1,-1,1388.1786252078837,-46.885874911165885,939.5491242527183,-105.95364764074331,571.0051680011749,11.889186196353167
1388.1786252078837,-46.885874911165885,939.5491242527183,-105.95364764074331,571.0051680011749,11.889186196353167,3,-8,1390.909248683957,-46.331365757378755,929.418295857452,-105.38613676467797,583.9169023710223,12.350254863680279
1390.8156400311905,-46.24057651591526,927.4797102661438,-105.3211809965027,585.7513506218914,12.470275480780632,10,-19,1379.2569226757464,-45.35550060162483,903.1788107285124,-105.2647213916859,598.2409246691253,14.489913354079262
1372.2140899300664,-45.19445607189398,896.3175306790558,-105.53093875282654,598.0892824675927,15.259378539218996,3,-28,1308.2561574322094,-45.95852971574222,882.1138086773668,-109.71184048348472,553.3270877693319,20.146436840555204
1308.2561574322094,-45.95852971574222,882.1138086773668,-109.71184048348472,553.3270877693319,20.146436840555204,28,-5,1302.2347647094205,-44.29790585851708,845.4310058294526,-108.98003135415874,585.5570315672078,22.23023590379749
1291.6671106139538,-43.67701525613043,828.2348371336477,-109.23153001686246,594.3544950968235,23.708962932479828,18,29,1219.1665357106633,-38.9399243605992,705.412171426564,-111.516698684623,666.8665029799743,33.158520212215784
1214.0622507649803,-38.122656835059146,687.3245590931042,-111.50026035690423,681.815772282022,34.02390067437999,-5,-9,1228.442947543845,-40.06746973881636,731.1842078233159,-111.40811835676577,646.8403839976366,31.73834282799121
1228.442947543845,-40.06746973881636,731.1842078233159,-111.40811835676577,646.8403839976366,31.73834282799121,3,-28,1281.3768841426981,-41.74100606634417,784.3048570646812,-108.65581925426784,630.6478911526225,26.14634345277465
1295.9637228645252,-41.683528543455544,788.9510718548268,-107.64428276726476,637.4760564765394,24.97568349858404,-12,-24,1387.1683534713227,-40.06338768476762,796.20994082738,-100.51879206977456,712.6238625476557,19.524870638071686
1387.1683534713227,-40.06338768476762,796.20994082738,-100.51879206977456,712.6238625476557,19.524870638071686,17,-29,1400.556463242293,-38.5468258348871,770.8870492684126,-98.32581463218426,751.1585304912406,20.107691149386362
